AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_5_9,AGE_65_74,AGE_75_84,AGE_85_UP,AGE_UNDER5,AMERI_ES,ASIAN,AVE_FAM_SZ,AVE_HH_SZ,BLACK,CAPITAL,CLASS,FAMILIES,FEMALES,FHH_CHILD,FID,HAWN_PI,HISPANIC,HOUSEHOLDS,HSEHLD_1_F,HSEHLD_1_M,HSE_UNITS,MALES,MARHH_CHD,MARHH_NO_C,MED_AGE,MED_AGE_F,MED_AGE_M,MHH_CHILD,MULT_RACE,NAME,OBJECTID,OTHER,OWNER_OCC,PLACEFIPS,POP2010,POPULATION,POP_CLASS,RENTER_OCC,SHAPE,ST,STFIPS,VACANT,WHITE
540,560,1033,2415,1344,1343,1097,566,699,506,155,744,27,230,2.79,2.02,1254, ,city,2585,5624,412,2325,3,754,5374,1435,1335,5684,5378,672,1095,33.2,34.5,32.1,127,283,Lyndon,2323,361,2363,2148558,11002,11188,6,3011,"{'x': -9527739.26961397, 'y': 4616851.917680782, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",KY,21,310,8844
832,779,818,2027,1656,1309,950,933,554,286,76,1002,41,62,3.04,2.61,111, ,city,2963,5700,602,2335,3,179,4199,639,560,4483,5522,982,908,30.9,32.1,29.8,187,184,Shepherdsville,2333,67,2545,2170086,11222,12353,6,1654,"{'x': -9541320.441075347, 'y': 4577683.108064475, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",KY,21,284,10754
785,796,712,1465,1302,1379,1172,818,776,570,299,871,21,88,3.14,2.49,62, ,city,2628,5718,445,2340,1,725,4255,977,623,4827,5227,802,897,35.2,37.8,32.8,213,296,Coldwater,2338,353,2576,2617020,10945,10601,6,1679,"{'x': -9462606.190132478, 'y': 5152068.927648707, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MI,26,572,10124
818,803,735,1579,1298,1359,1050,928,610,461,319,1034,37,96,3.28,2.65,156, ,city,2632,5791,467,2347,1,2510,4088,854,578,4595,5203,914,835,32.3,33.7,30.7,195,355,Sturgis,2345,1493,2333,2676960,10994,11007,6,1755,"{'x': -9508722.837630691, 'y': 5131265.457970763, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MI,26,507,8856
672,888,769,1174,1609,1446,1171,658,576,390,130,593,34,410,3.01,2.47,894, ,city,2545,5191,326,2353,16,355,3815,661,585,4221,4885,872,963,36.8,38.4,35.2,105,158,Belmont,2351,142,2694,3704840,10076,10717,6,1121,"{'x': -9021375.537034443, 'y': 4196235.311251088, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NC,37,406,8422
204,4122,7870,1290,631,647,686,245,496,380,284,267,39,268,2.7,2.08,603, ,town,1342,8900,124,2354,6,568,5755,2228,2176,6253,8222,339,640,22.4,22.2,22.5,34,295,Boone,2352,165,1334,3707080,17122,18565,6,4421,"{'x': -9091180.028295508, 'y': 4329656.435865143, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NC,37,498,15746
786,1179,1213,875,1562,1488,1129,802,732,469,167,542,21,305,3.07,2.49,695, ,town,2429,5751,169,2359,2,411,3671,714,526,4253,5193,1065,1001,35.5,36.7,33.7,54,187,Davidson,2357,125,2747,3716400,10944,12573,6,924,"{'x': -8999610.492349532, 'y': 4231761.452462366, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NC,37,582,9609
729,737,534,1083,1333,1441,1327,699,848,636,295,634,22,161,3.02,2.44,2315, ,city,2713,5551,513,2367,1,268,4122,829,564,4597,4745,730,1025,40.6,42.5,38.3,119,174,Kings Mountain,2365,112,2445,3735880,10296,10380,6,1677,"{'x': -9055270.816496205, 'y': 4195840.041049818, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NC,37,475,7511
653,646,682,1356,1367,1329,1249,679,842,645,288,750,32,58,2.97,2.37,1433, ,city,2634,5536,528,2371,0,1683,4238,866,722,4842,4950,701,969,38.3,40.5,36.2,122,292,Lincolnton,2369,642,2062,3738320,10486,10449,6,2176,"{'x': -9043270.100833695, 'y': 4227447.649960959, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NC,37,604,8029
973,657,303,1111,2065,1294,796,1104,473,182,37,864,14,201,3.41,3.04,1106, ,town,2626,5090,257,2384,4,628,3242,348,256,3517,4769,1394,777,34.4,35.1,33.5,77,286,Waxhaw,2382,158,2814,3771460,9859,13514,6,428,"{'x': -8991163.755625645, 'y': 4154381.7780928076, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NC,37,275,8090
319,5321,11034,2404,1014,932,944,385,482,375,166,456,37,1455,2.74,2.28,1047, ,city,1842,11916,191,2392,10,576,6903,2474,2573,7391,11916,549,863,22.5,22.3,22.6,59,559,Athens,2390,138,1899,3902736,23832,24509,6,5004,"{'x': -9140604.525891047, 'y': 4768356.598376662, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OH,39,488,20586
458,473,398,793,1002,1493,2260,429,2400,1316,328,360,22,104,2.5,2.14,285, ,Census Designated Place,3816,6077,225,2429,4,276,5471,1001,647,8870,5633,606,2677,57.4,58.4,56.4,80,144,Ocean Pines,2811,83,4649,2458275,11710,11068,6,822,"{'x': -8366185.885355657, 'y': 4632704.525570487, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MD,24,3399,11068
693,700,571,1546,1386,1386,971,804,555,436,206,830,23,68,3.11,2.53,120, ,city,2514,5077,351,2430,2,1108,3801,732,534,4043,5007,965,887,34.3,36.2,32.6,136,162,Elkhorn,3609,489,2234,5523300,10084,10252,6,1567,"{'x': -9855988.711444426, 'y': 5261917.712622607, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",WI,55,242,9220
565,2372,4813,1859,1168,1279,1157,600,674,642,481,654,82,684,2.87,2.26,137, ,city,2455,8209,344,2454,8,276,5743,1729,1540,6234,8055,673,1104,24.1,24.4,23.9,120,308,Menomonie,3633,102,2317,5551025,16264,16301,6,3426,"{'x': -10231234.57985954, 'y': 5604106.059392186, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",WI,55,491,14943
311,2009,3765,1005,601,838,762,369,489,455,262,358,25,188,2.8,2.32,233, ,city,1598,4906,190,2468,0,179,3644,970,1066,3840,6318,410,780,23.4,24.5,22.8,55,109,Platteville,3647,35,1664,5563250,11224,11569,6,1980,"{'x': -10071169.147664502, 'y': 5271459.343643376, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",WI,55,196,10634
629,618,647,1661,1499,1494,1070,642,590,566,283,625,98,79,2.9,2.27,517, ,city,2349,4777,362,2471,4,414,4060,907,780,4493,5547,710,936,37.2,39.2,36.0,161,166,Portage,3650,74,2257,5564100,10324,10580,6,1803,"{'x': -9959307.3923583, 'y': 5395234.576083402, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",WI,55,433,9386
598,2017,3572,2073,1382,1436,1113,759,597,417,220,816,63,218,2.89,2.42,177, ,city,2812,7986,356,2475,3,270,5150,1248,1070,5449,7014,946,1147,24.6,24.3,25.2,130,247,River Falls,3654,73,2839,5568275,15000,15271,6,2311,"{'x': -10310619.792335244, 'y': 5599438.654431209, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",WI,55,299,14219
441,2787,5190,1213,888,920,769,465,486,432,287,512,36,280,3.01,2.28,505, ,city,1781,7095,247,2496,10,1372,4766,1502,1467,5113,7295,531,716,22.9,23.0,22.8,100,257,Whitewater,3675,645,1622,5586925,14390,14622,6,3144,"{'x': -9877834.497714482, 'y': 5287214.290643978, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",WI,55,347,12657
757,4605,4834,1576,1357,1155,757,871,382,251,97,937,75,255,3.26,3.01,574, ,Census Designated Place,2639,9512,200,2498,7,839,4607,1072,882,4834,8067,1142,939,21.7,21.3,22.1,94,409,Allendale,3677,322,2511,2601340,17579,18547,6,2096,"{'x': -9568014.52123174, 'y': 5309699.014827922, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MI,26,227,15937
313,2238,3680,1146,540,613,568,360,309,243,132,459,74,156,2.88,2.22,716, ,city,1323,5192,322,2507,2,252,3330,1081,916,3623,5409,326,436,22.6,22.8,22.5,82,267,Big Rapids,3686,60,1136,2608300,10601,10925,6,2194,"{'x': -9515619.23025533, 'y': 5419011.905622583, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MI,26,293,9326
598,645,796,1435,1095,1378,1081,678,792,656,324,877,61,106,2.9,2.34,53, ,city,2625,5444,526,2510,1,185,4280,972,662,4927,4911,680,999,36.4,39.2,34.1,179,187,Cadillac,3689,45,2519,2612320,10355,10254,6,1761,"{'x': -9508450.065025873, 'y': 5504121.4266238455, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MI,26,647,9902
660,672,946,1816,1160,1332,972,712,539,327,95,857,75,118,2.96,2.42,804, ,Census Designated Place,2639,5216,557,2512,5,1444,4172,789,717,4656,4872,697,920,31.0,32.2,29.9,167,402,Comstock Park,3691,746,1979,2617700,10088,10413,6,2193,"{'x': -9537617.651799908, 'y': 5318637.210082159, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MI,26,484,7938
568,579,456,1572,1485,1493,1291,643,689,622,300,674,41,1440,2.92,2.22,1186, ,city,2735,5475,287,2521,7,215,4624,1113,767,4959,4897,995,1129,39.5,41.6,37.6,66,241,Farmington,3700,42,2876,2627380,10372,10464,6,1748,"{'x': -9281638.045680454, 'y': 5230344.956065328, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MI,26,335,7415
595,542,591,1312,1202,1420,1545,594,878,683,427,623,91,104,2.82,2.15,75, ,city,2721,5481,320,2529,3,249,4769,1188,842,5815,4931,732,1277,42.9,45.8,39.6,115,202,Grand Haven,3708,46,3239,2633340,10412,10748,6,1530,"{'x': -9597964.623579567, 'y': 5320394.254446151, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MI,26,1046,9891
878,877,780,1463,1286,1326,1126,965,542,359,137,1117,33,14,3.23,2.66,8501, ,city,2682,5833,1183,2557,0,451,3996,665,636,4842,5023,347,460,30.3,31.3,29.0,143,416,Muskegon Heights,3736,153,2042,2656360,10856,10914,6,1954,"{'x': -9600424.322350215, 'y': 5342825.392129565, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MI,26,846,1739
301,6848,7334,936,610,693,710,275,486,375,270,227,38,1817,2.76,2.24,1057, ,Census Designated Place,1204,9930,198,2602,2,1249,3095,1097,790,3281,9135,330,530,21.3,21.3,21.3,32,732,Amherst Center,3781,368,1157,2501360,19065,19891,6,1938,"{'x': -8072760.926814118, 'y': 5217423.293908469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MA,25,186,15051
132,3849,4353,295,271,357,369,136,236,181,67,99,8,377,2.85,2.41,107, ,Census Designated Place,642,5647,38,2665,2,235,1669,539,487,1727,4698,217,329,21.1,20.9,21.4,12,167,Durham,3844,50,711,3319620,10345,10918,6,958,"{'x': -7895101.081856203, 'y': 5333510.131995174, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NH,33,58,9634
860,843,3060,3131,1440,269,58,1283,23,10,2,1976,130,348,3.47,3.22,1682, ,Census Designated Place,2748,5500,542,2689,161,2012,3107,141,215,3353,7455,1637,484,22.5,22.2,22.6,66,748,Fort Drum,3868,508,21,3626759,12955,14987,6,3086,"{'x': -8436324.641217696, 'y': 5472400.383354779, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NY,36,246,9378
429,2033,2977,844,864,1020,970,380,572,466,284,391,30,181,2.85,2.24,202, ,village,1835,5969,244,2690,4,439,3811,1145,820,4099,5261,511,865,24.0,24.1,23.9,65,143,Fredonia,3869,134,1922,3627419,11230,10888,6,1889,"{'x': -8831196.682549687, 'y': 5227220.794325536, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NY,36,288,10536
429,2657,4277,1216,904,1109,1066,362,579,516,355,431,34,339,2.8,2.17,489, ,city,1851,7561,288,2707,6,825,4372,1355,1154,4774,6340,490,762,23.6,23.5,23.7,89,381,Oneonta,3886,203,1893,3654881,13901,13741,6,2479,"{'x': -8356378.0330840135, 'y': 5229399.000107498, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NY,36,402,12449
598,583,836,1882,1356,1330,1093,579,653,524,211,609,41,254,2.86,2.12,908, ,city,2385,5316,549,2721,2,623,4827,1301,1124,5306,4938,488,783,35.3,37.2,33.7,179,320,Watervliet,3900,167,1823,3678674,10254,10225,6,3004,"{'x': -8204994.703640513, 'y': 5269744.524740973, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NY,36,479,8562
396,405,380,1117,984,1277,1286,407,561,410,231,401,23,171,2.74,2.02,79,State,city,1868,4218,257,2724,2,166,3786,1184,720,4034,3637,523,836,43.4,45.5,41.1,94,184,Montpelier,3903,34,2091,5046000,7855,7809,5,1695,"{'x': -8078649.516592686, 'y': 5506678.241870169, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",VT,50,248,7362
693,679,689,1316,1295,1349,1286,728,861,631,348,760,32,33,2.94,2.23,361, ,city,2604,5675,580,2731,3,129,4651,1201,823,5313,4960,663,915,38.6,40.6,36.4,143,316,Cambridge,2414,33,2302,3910996,10635,10479,6,2349,"{'x': -9082173.061985306, 'y': 4869172.886722523, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OH,39,662,9857
711,689,591,1313,1201,1384,1318,727,737,621,329,779,44,117,2.94,2.37,50, ,city,2791,5379,402,2733,41,293,4329,871,642,4841,5021,778,1193,38.1,40.6,35.8,172,164,Celina,2416,111,2868,3912868,10400,10461,6,1461,"{'x': -9412985.508298382, 'y': 4946957.218542352, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OH,39,512,9873
733,712,584,1232,1345,1405,1304,714,914,616,286,667,14,21,2.89,2.32,50, ,city,2797,5566,444,2768,1,140,4484,958,698,5192,4946,767,1192,39.7,41.1,38.2,140,120,Galion,2451,42,2725,3929162,10512,10243,6,1759,"{'x': -9214746.393760165, 'y': 4973954.473316395, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OH,39,708,10264
690,657,595,1307,1331,1332,1112,709,704,509,234,724,30,100,3.0,2.43,596, ,city,2511,5261,452,2786,0,169,3991,839,622,4410,4643,694,952,37.1,38.4,35.7,144,287,London,2469,61,2231,3944674,9904,10279,6,1760,"{'x': -9288235.16253326, 'y': 4850482.493381932, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OH,39,419,8830
848,849,698,1504,1341,1484,1089,829,634,460,121,811,48,125,3.17,2.65,2974, ,Census Designated Place,2760,5663,613,2814,6,377,4023,750,496,4333,5005,745,894,33.6,35.3,31.9,165,379,Northbrook,2497,141,2808,3956280,10668,10607,6,1215,"{'x': -9415347.914947264, 'y': 4757062.1702381205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OH,39,310,6995
331,4758,10004,1514,812,937,941,429,581,409,198,457,33,1153,2.78,2.4,859, ,city,1909,11209,219,2823,2,491,5799,2033,1850,6622,10162,537,892,22.4,22.3,22.4,72,478,Oxford,2506,127,1772,3959234,21371,22270,6,4027,"{'x': -9433930.175869564, 'y': 4794283.511442502, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OH,39,823,18719
634,668,812,1549,1268,1352,1212,660,903,835,508,822,35,312,3.07,2.38,3355, ,city,2771,6009,430,2848,44,1965,4631,1210,625,4906,5214,760,1100,38.6,43.1,33.9,133,331,Springdale,2531,977,2525,3974104,11223,11172,6,2106,"{'x': -9403816.264330683, 'y': 4763429.775976636, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OH,39,275,6169
994,900,669,1808,1831,1446,1024,1070,616,398,100,1013,18,57,3.18,2.85,115, ,city,3258,6100,469,2859,2,198,4160,497,377,4454,5769,1270,1101,32.2,33.3,31.2,187,224,Trenton,2542,35,3021,3977322,11869,12244,6,1139,"{'x': -9401891.07377613, 'y': 4790127.062834654, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OH,39,294,11418
740,1409,1697,1906,1585,1363,1363,836,763,537,282,1058,14,326,3.11,2.48,3133, ,city,3011,7087,339,2863,4,374,4810,1084,710,5248,6452,1125,1225,30.8,32.2,29.1,64,215,University Heights,2546,121,3357,3978932,13539,13874,6,1453,"{'x': -9076414.781355508, 'y': 5085601.567205396, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OH,39,438,9726
661,745,607,1362,1147,1448,1394,705,821,721,424,811,10,41,2.93,2.33,180, ,city,2812,5770,395,2867,1,435,4536,1039,661,5111,5076,772,1252,39.5,42.6,36.5,144,221,Van Wert,2550,130,2994,3979562,10846,11081,6,1542,"{'x': -9416176.700578725, 'y': 4992473.204032407, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",OH,39,575,10263
639,708,1478,1744,1255,1454,1458,757,971,640,300,957,36,177,2.88,2.28,3176, ,city,3032,6320,587,2896,17,830,4883,1136,701,5630,6041,808,1250,34.3,39.1,30.0,120,327,Beaufort,2579,328,2629,4504690,12361,12991,6,2254,"{'x': -8985499.044482509, 'y': 3825701.100573033, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",SC,45,747,8300
914,733,618,2354,2089,1417,1282,1032,665,180,75,1171,34,245,3.2,2.84,2025, ,town,3323,6408,436,2898,6,2355,4417,581,509,5393,6122,1374,1194,32.8,33.2,32.4,135,359,Bluffton,2581,911,3294,4507210,12530,14977,6,1123,"{'x': -9009590.388337594, 'y': 3786928.322461658, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",SC,45,976,8950
523,835,4835,1789,1041,1157,1051,550,732,530,345,517,17,1127,2.83,2.33,1437, ,city,2485,6561,260,2900,1,308,5914,1497,1917,6636,7344,747,1162,24.7,25.3,24.4,54,219,Clemson,2583,110,2541,4514950,13905,14592,6,3373,"{'x': -9217010.29846706, 'y': 4120845.4704950415, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",SC,45,722,10994
577,534,565,1357,1160,1478,1502,602,880,746,349,611,22,155,2.83,2.11,2010, ,city,2682,5607,318,2905,6,313,4880,1383,806,5376,4754,767,1185,43.1,45.9,39.4,91,192,Forest Acres,2588,101,3428,4526305,10361,10898,6,1452,"{'x': -9014825.689888332, 'y': 4032125.8404584485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",SC,45,496,7875
576,959,1151,1208,1024,1175,1076,632,742,553,392,789,41,63,2.99,2.36,4683, ,city,2390,5532,707,2916,13,882,3937,953,583,4521,4745,445,739,33.3,37.0,29.3,120,182,Newberry,2599,626,1947,4549570,10277,10355,6,1990,"{'x': -9085221.99318844, 'y': 4066255.6142660654, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",SC,45,584,4669
658,639,646,1609,1431,1464,1169,697,735,347,133,763,44,161,2.98,2.45,1158, ,Census Designated Place,2736,5202,345,2918,5,1096,4170,723,689,4526,5089,876,1126,35.9,37.0,34.9,114,183,Oak Grove,2601,630,3105,4551720,10291,10774,6,1065,"{'x': -9032781.640304793, 'y': 4026237.4355704165, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",SC,45,356,8110
645,1715,2276,1672,1222,1438,1425,696,978,678,322,897,25,231,2.94,2.27,10479, ,city,2777,7560,862,2919,7,266,4945,1269,882,5795,6404,472,849,28.9,29.8,27.9,123,152,Orangeburg,2602,93,2255,4553080,13964,13650,6,2690,"{'x': -9001879.670705995, 'y': 3960848.431260032, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",SC,45,850,2977
364,1863,2635,1844,834,676,564,532,293,172,102,799,63,263,2.97,2.35,2206, ,town,1844,4339,288,2921,12,1421,3029,626,547,3546,6339,677,647,23.4,25.6,22.6,75,395,Port Royal,2604,393,1062,4558030,10678,11069,6,1967,"{'x': -8983572.889455887, 'y': 3809935.8646481056, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",SC,45,517,7346
614,750,723,1382,1212,1305,1221,646,1112,747,301,782,61,99,2.84,2.27,53, ,city,2775,5695,521,2941,23,597,4537,1033,711,5273,5100,672,1148,39.3,42.2,36.1,149,154,Crossville,2624,312,2239,4718540,10795,11078,6,2298,"{'x': -9465348.658777453, 'y': 4294303.715587461, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TN,47,736,10093
604,663,592,1243,1243,1356,1305,695,976,707,348,696,48,55,2.89,2.23,467, ,city,2696,5573,492,2955,0,322,4579,1168,696,5073,4855,662,1124,40.9,43.7,37.9,132,277,Lawrenceburg,2638,107,2594,4741340,10428,10472,6,1985,"{'x': -9721745.66957278, 'y': 4197847.738016092, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TN,47,494,9474
659,606,719,1442,1290,1235,1024,670,856,598,250,753,21,116,2.98,2.4,347, ,city,2552,5267,394,2959,8,710,4043,836,626,4525,4835,742,1013,36.6,38.4,34.8,138,202,Manchester,2642,273,2248,4745500,10102,10375,6,1795,"{'x': -9582099.185517954, 'y': 4227087.793748111, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TN,47,482,9135
924,772,737,1790,1673,1432,1017,973,692,376,106,988,35,62,3.16,2.74,401, ,city,3059,5903,458,2967,6,452,4183,593,505,4624,5577,1137,1038,32.4,33.8,31.1,168,195,Portland,2650,176,2792,4760280,11480,11995,6,1391,"{'x': -9632344.125126475, 'y': 4382282.99526255, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TN,47,441,10605
586,2586,5416,1602,1264,1257,1097,620,712,477,193,598,33,256,2.86,2.3,1279, ,city,2496,8629,369,2981,5,385,5990,1835,1649,6427,7779,692,1050,23.5,23.5,23.6,120,406,Radford,2664,156,2494,5165392,16408,17562,6,3496,"{'x': -8969460.602573866, 'y': 4455326.498464619, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",VA,51,437,14273
582,641,706,1207,1105,1461,1531,552,963,722,326,651,28,51,2.83,2.21,2404, ,city,2772,5556,487,2983,0,96,4643,1064,788,5457,4891,595,1197,43.0,45.4,40.3,110,241,Bluefield,2666,20,3053,5408524,10447,10405,6,1590,"{'x': -9041499.647710927, 'y': 4475041.471464186, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",WV,54,814,7703
83,5371,7774,555,207,249,246,89,257,258,173,82,17,1509,2.69,2.24,796, ,Census Designated Place,489,7688,18,3020,7,850,1571,551,527,1737,7656,138,276,21.3,21.2,21.4,14,384,Storrs,2703,261,592,0973980,15344,14970,6,979,"{'x': -8043405.335891666, 'y': 5131742.9116576705, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CT,09,166,12370
772,650,561,1587,1432,1241,977,795,671,404,123,810,32,153,3.13,2.66,2918, ,town,2609,5275,514,3040,5,592,3696,614,463,4035,4748,853,881,34.0,35.3,32.5,119,379,Smyrna,2723,212,2547,1067310,10023,11564,6,1149,"{'x': -8416363.5357829, 'y': 4760682.139283515, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",DE,10,339,6324
617,581,677,1456,1184,1426,1220,534,800,714,345,566,23,182,2.89,2.2,448, ,town,2568,5280,321,3053,8,439,4491,1126,783,4744,4840,741,1099,40.4,43.7,36.9,131,200,Bel Air,2736,176,2823,2405550,10120,10333,6,1668,"{'x': -8498858.070842085, 'y': 4798507.0509072505, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MD,24,253,9083
773,689,1978,2642,1164,888,661,1114,352,192,30,1481,127,354,3.21,2.65,4346, ,town,2880,5865,618,3118,58,1839,4202,565,738,4855,6099,1169,710,24.9,25.3,24.5,137,826,Spring Lake,3201,609,1037,3764180,11964,12546,6,3165,"{'x': -8794512.504753135, 'y': 4187605.58461158, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NC,37,653,5644
861,556,251,1200,2069,1264,612,1032,264,85,21,960,23,1602,3.53,3.27,822, ,Census Designated Place,2416,4645,171,3149,2,924,2804,182,201,2936,4530,1487,613,33.2,33.1,33.4,57,379,Urbana,2843,227,2567,2479900,9175,11685,6,237,"{'x': -8609815.656516138, 'y': 4768616.641958497, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MD,24,132,6120
563,571,644,1941,1510,1499,1130,546,784,647,405,503,26,2094,3.04,2.1,1291, ,Census Designated Place,2376,5647,255,3204,6,476,4943,1446,1113,5469,5096,853,940,39.0,41.1,36.6,69,322,Echelon,2898,144,2151,3419900,10743,10950,6,2792,"{'x': -8348487.718151942, 'y': 4843917.584148604, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NJ,34,526,6860
337,294,364,2515,2505,1496,1148,560,681,403,256,954,16,4084,2.76,2.04,570, ,borough,3020,6053,252,3205,7,1278,5637,1438,1173,6282,5460,1068,1370,37.4,37.7,37.1,52,315,Edgewater,2899,386,2196,3420020,11513,12691,6,3441,"{'x': -8234742.8708735695, 'y': 4986344.111785567, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NJ,34,645,6135
2,11,84,222,237,591,2327,3,3471,3674,2197,12,9,93,2.13,1.55,92, ,Census Designated Place,3692,7672,6,3233,0,308,8152,3273,1187,9023,5159,7,3041,73.4,73.8,72.8,6,57,Holiday City-Berkeley,2927,35,7471,3432415,12831,12615,6,681,"{'x': -8268593.010727093, 'y': 4860682.752020205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NJ,34,871,12545
422,2209,3468,1408,1006,1008,805,352,630,427,195,377,22,1663,2.96,2.21,793, ,borough,1644,6017,120,3278,20,1268,3161,835,678,3488,6290,620,719,24.0,24.2,23.9,54,431,Princeton,2972,508,1498,3460900,12307,12608,6,1663,"{'x': -8311053.70061437, 'y': 4917001.382871644, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NJ,34,327,8870
733,672,534,975,1129,1418,1257,726,848,674,334,689,24,722,3.37,2.87,195, ,village,2620,5084,135,3356,0,1015,3473,547,302,3645,4905,1062,1091,41.2,42.6,39.5,52,393,Great Neck,3050,385,2480,3630169,9989,10049,6,993,"{'x': -8207984.593991349, 'y': 4983316.734727134, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NY,36,172,8270
826,977,942,1859,1681,1489,1066,855,651,360,279,925,96,269,3.78,3.36,1512, ,village,2526,6128,639,3361,22,7993,3425,535,351,3598,5782,817,539,32.5,34.3,30.7,166,840,Haverstraw,3055,3463,1420,3632754,11910,12276,6,2005,"{'x': -8232292.571809408, 'y': 5040906.109594099, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NY,36,173,5708
2707,2075,1596,2763,1311,509,746,3648,87,54,70,4609,1,12,5.7,5.5,19, ,village,3431,9732,32,3375,2,270,3666,74,127,4136,10443,2824,543,13.4,13.1,13.7,17,87,Kiryas Joel,3069,48,1061,3639853,20175,21566,6,2605,"{'x': -8256203.037188, 'y': 5062597.094020466, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NY,36,470,20006
2268,1956,1420,2191,1229,1154,1326,2660,499,274,160,3275,20,38,5.3,5.05,465, ,Census Designated Place,3270,8939,74,3395,5,657,3563,163,128,3836,9473,2305,771,17.6,17.5,17.6,32,105,Monsey,3089,271,1487,3648010,18412,21637,6,2076,"{'x': -8246054.119807693, 'y': 5029351.310965871, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",NY,36,273,17508
