AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_5_9,AGE_65_74,AGE_75_84,AGE_85_UP,AGE_UNDER5,AMERI_ES,ASIAN,AVE_FAM_SZ,AVE_HH_SZ,BLACK,CAPITAL,CLASS,FAMILIES,FEMALES,FHH_CHILD,FID,HAWN_PI,HISPANIC,HOUSEHOLDS,HSEHLD_1_F,HSEHLD_1_M,HSE_UNITS,MALES,MARHH_CHD,MARHH_NO_C,MED_AGE,MED_AGE_F,MED_AGE_M,MHH_CHILD,MULT_RACE,NAME,OBJECTID,OTHER,OWNER_OCC,PLACEFIPS,POP2010,POPULATION,POP_CLASS,RENTER_OCC,SHAPE,ST,STFIPS,VACANT,WHITE
1413,1381,1106,2138,1815,1411,979,1557,525,307,93,1562,112,55,3.99,3.77,122, ,city,3352,7385,672,6,8,13708,3791,227,207,4052,6902,1621,673,25.5,26.8,24.2,188,345,Somerton,6,4449,2717,0468080,14287,14980,6,1074,"{'x': -12768343.256613126, 'y': 3842463.7081350163, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",AZ,04,261,9196
727,738,677,1380,1185,1333,1087,740,661,444,162,798,426,256,3.07,2.52,70, ,city,2528,5294,524,20,17,1070,3944,839,556,4211,4638,740,763,34.3,36.9,31.7,168,537,Anderson,20,353,1888,0602042,9932,10239,6,2056,"{'x': -13613950.337588644, 'y': 4931686.754090446, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,267,8273
593,511,2323,2767,746,127,34,1229,4,2,0,2280,146,299,3.69,3.63,992, ,Census Designated Place,2500,4835,169,67,41,2586,2569,53,16,2865,5781,1895,389,21.5,21.2,21.7,37,883,Camp Pendleton South,67,725,11,0610561,10616,11869,6,2558,"{'x': -13066582.116550362, 'y': 3925650.6766163236, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,296,7530
888,988,900,1729,1479,1443,959,766,514,280,57,863,120,860,4.33,4.15,240, ,Census Designated Place,2195,5374,255,85,4,7911,2615,193,217,2701,5492,983,541,30.7,31.7,29.8,116,442,Citrus,85,3302,1854,0613560,10866,11195,6,761,"{'x': -13123874.446103057, 'y': 4044249.710416236, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,86,5898
1086,1228,1013,1822,1759,1478,1112,925,687,477,206,1030,161,140,4.17,3.77,96, ,city,2709,6528,424,94,9,12114,3382,387,272,3470,6295,1144,549,31.1,32.5,29.8,169,601,Commerce,94,4886,1619,0614974,12823,13009,6,1763,"{'x': -13151212.145276317, 'y': 4027601.3323471285, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,88,6930
1078,1065,812,1545,1479,1280,757,1032,444,179,60,1024,157,405,4.18,4.0,118, ,Census Designated Place,2361,5316,294,113,30,7706,2680,138,173,2854,5439,1231,529,27.4,28.0,26.8,122,460,Delhi,113,3930,1830,0618464,10755,11336,6,850,"{'x': -13444711.757006092, 'y': 4499298.107061699, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,174,5655
234,281,904,2937,1738,1266,1038,252,614,292,100,424,44,2775,2.61,1.76,1764, ,city,1835,5097,238,139,16,927,5694,1891,1952,6646,4983,369,871,35.0,35.3,34.8,69,643,Emeryville,139,348,2013,0622594,10080,11010,6,3681,"{'x': -13613369.439535111, 'y': 4556575.985643423, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,952,4490
904,863,720,1353,1233,1244,1011,919,629,377,182,899,171,138,3.45,3.04,67, ,city,2603,5314,408,143,8,4703,3378,442,320,3600,5020,969,832,31.3,32.6,29.9,162,384,Exeter,143,2416,2036,0623126,10334,10642,6,1342,"{'x': -13263169.278454319, 'y': 4341299.448459198, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,222,7150
1033,1090,838,1590,1351,1068,754,1045,408,215,73,1123,213,72,4.28,4.08,60, ,city,2263,5254,391,148,5,8876,2595,160,161,2726,5334,1042,432,26.1,26.3,25.9,195,449,Farmersville,148,4494,1590,0623616,10588,10768,6,1005,"{'x': -13270153.83311003, 'y': 4342827.987568001, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,131,5295
893,975,845,1550,1358,1224,934,996,491,271,86,1025,172,358,4.11,3.76,233, ,Census Designated Place,2293,5184,325,164,40,7338,2831,241,287,3057,5464,1001,508,28.7,29.4,28.1,182,693,Garden Acres,164,3908,1604,0628182,10648,10708,6,1227,"{'x': -13495220.12639721, 'y': 4574296.20625891, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,226,5244
1076,1118,952,1707,1651,1397,931,955,524,258,80,921,126,667,4.35,4.19,364, ,Census Designated Place,2336,5572,298,190,51,8524,2760,224,194,2865,5998,1114,573,29.3,30.7,28.1,135,587,Home Gardens,190,4500,1952,0634302,11570,12025,6,808,"{'x': -13080593.062843386, 'y': 4012557.3781554955, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,105,5275
142,7696,11972,1696,380,239,210,195,152,77,68,269,104,3387,2.94,3.08,594, ,Census Designated Place,762,11717,99,198,45,5265,4898,2054,2076,5091,11379,238,259,21.4,21.1,21.6,31,1405,Isla Vista,198,2686,129,0636868,23096,24247,6,4769,"{'x': -13342544.991369952, 'y': 4084607.5396209545, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,193,14875
1186,1216,1002,2154,1716,1468,1112,1313,579,299,99,1400,173,1091,3.97,3.67,68, ,city,3135,6787,466,199,14,9711,3692,284,267,3908,6757,1507,741,28.1,28.8,27.3,181,663,Kerman,199,4675,2165,0638226,13544,14125,6,1527,"{'x': -13365284.847588718, 'y': 4400845.520313098, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,216,6860
1033,1201,1306,2211,1726,1215,769,1260,380,279,101,1393,347,172,4.47,4.26,150, ,city,2481,5969,288,200,8,11266,3008,248,257,3218,6905,1360,463,26.0,26.3,25.8,182,573,King City,200,5451,1394,0638520,12874,13101,6,1614,"{'x': -13483826.844237898, 'y': 4330183.17933288, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,210,6173
14,24,44,113,153,523,2425,11,3883,5122,3869,11,24,1624,2.07,1.42,110, ,city,3873,10437,15,209,10,650,11302,5789,1639,13016,5755,14,3264,77.0,77.3,76.3,6,201,Laguna Woods,209,90,8730,0639259,16192,17499,6,2572,"{'x': -13105436.040130444, 'y': 3977081.9523770725, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,1714,14133
562,644,1188,1792,1342,1449,1242,576,792,441,144,630,76,766,2.98,2.39,1084, ,Census Designated Place,2487,5390,334,226,87,1756,4475,985,984,4762,5412,687,976,35.1,36.8,33.7,130,803,La Riviera,226,671,2460,0640410,10802,10675,6,2015,"{'x': -13509101.126776963, 'y': 4660032.304825701, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,287,7315
1217,1154,958,1617,1462,1107,741,1285,471,270,138,1348,128,267,4.21,3.87,85, ,city,2530,5845,449,237,4,10056,3014,257,220,3193,5923,1261,458,24.6,25.5,23.7,173,437,Lindsay,237,4367,1526,0641712,11768,12301,6,1488,"{'x': -13257054.666138234, 'y': 4329260.566246851, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,179,6480
1146,1320,1222,1926,1679,1449,1050,1214,578,276,63,1135,348,2223,4.32,4.14,106, ,city,2803,6461,359,240,18,9547,3156,181,161,3320,6597,1352,662,27.5,28.0,27.0,185,553,Livingston,240,4547,1923,0642006,13058,13066,6,1233,"{'x': -13438945.213798406, 'y': 4493247.837954437, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,164,5263
1125,1176,1250,2289,1741,1239,686,1267,366,170,48,1350,171,84,4.51,4.42,236, ,city,2365,5565,335,253,6,11625,2599,103,117,2683,7142,1291,372,25.8,24.6,26.4,178,447,McFarland,253,6330,1488,0644826,12707,13833,6,1111,"{'x': -13272926.677170506, 'y': 4256396.801832847, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,84,5433
910,1010,1091,2028,1404,1144,688,991,314,153,52,1229,153,82,4.49,4.54,107, ,city,2085,4925,357,265,5,10643,2424,137,184,2556,6089,1000,309,26.3,25.4,26.8,208,379,Mendota,265,4465,1056,0646828,11014,11247,6,1368,"{'x': -13400385.934542732, 'y': 4405056.492059835, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,132,5823
377,489,597,1200,1064,1454,1746,435,1200,810,415,447,92,258,2.7,2.08,44, ,city,2594,5227,227,284,9,1526,4844,1241,994,6320,5007,559,1413,48.9,51.3,46.0,118,309,Morro Bay,284,613,2583,0649362,10234,10203,6,2261,"{'x': -13452539.992954332, 'y': 4214233.972392464, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,1476,8909
849,495,345,1749,2031,1049,627,1028,232,95,40,1135,45,3830,3.73,3.45,903, ,Census Designated Place,2363,4864,159,285,71,1637,2807,214,225,3237,4811,1413,572,31.4,31.6,31.2,99,696,Mountain House,285,663,2205,0649582,9675,12861,6,602,"{'x': -13530356.697552115, 'y': 4547551.5631357385, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,430,3467
1041,1219,1041,1402,1317,1271,727,996,396,145,51,1038,125,101,4.76,4.64,454, ,Census Designated Place,1933,5248,308,288,16,8824,2231,132,152,2443,5396,929,302,24.9,25.0,24.9,194,497,Muscoy,288,4992,1268,0650132,10644,11092,6,963,"{'x': -13063142.772085657, 'y': 4049606.978283632, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,212,4459
913,921,694,1402,1371,1334,916,944,499,259,111,860,106,191,3.75,3.38,234, ,city,2432,5166,297,292,40,6299,3006,273,289,3357,5058,1117,701,30.6,31.2,30.0,155,554,Newman,292,2287,2002,0651140,10224,10589,6,1004,"{'x': -13471919.926489655, 'y': 4483251.456100931, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,351,6812
1357,1431,1288,2290,1813,1488,887,1446,496,224,77,1697,180,77,4.46,4.4,85, ,city,2951,7074,515,326,9,14137,3297,151,184,3494,7420,1511,439,25.1,24.9,25.3,239,505,Parlier,326,6387,1524,0655856,14494,15044,6,1773,"{'x': -13307319.089997232, 'y': 4384727.31054976, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",CA,06,197,7251
795,660,564,1284,1377,1462,1095,740,732,593,451,718,39,85,3.1,2.47,61, ,city,2651,5523,306,407,10,2381,4085,881,550,4498,4948,978,1037,38.3,41.4,35.2,101,182,Boerne,1207,639,2218,4809160,10471,12836,6,1867,"{'x': -10990789.948739601, 'y': 3475940.1756902453, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,413,9455
482,541,912,1764,1408,1353,1023,509,673,520,340,602,98,45,3.05,2.43,1500, ,city,1861,3977,321,408,1,1560,2959,676,403,3411,6150,543,679,36.8,39.8,35.4,110,180,Bonham,1208,668,1573,4809328,10127,9916,5,1386,"{'x': -10707362.237443838, 'y': 3973389.3284639926, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,452,7635
900,911,992,1773,1430,1313,883,979,512,302,136,1080,100,81,3.4,2.84,1172, ,city,2727,5705,541,425,1,6006,3896,493,647,4549,5506,1025,695,28.8,29.6,28.0,182,348,Clute,1225,1754,1817,4815652,11211,11479,6,2079,"{'x': -10620073.231138157, 'y': 3378282.0518902577, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,653,7755
858,867,707,1504,1280,1488,1263,1010,771,599,276,979,33,58,3.32,2.77,1263, ,city,2928,6028,503,445,1,5449,4140,713,475,4491,5574,960,1044,34.1,35.9,32.4,145,199,El Campo,1245,1219,2570,4822864,11602,11746,6,1570,"{'x': -10716916.231961936, 'y': 3400486.635273312, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,351,8829
2171,2187,6858,7162,2754,497,101,3325,23,4,2,4505,383,663,3.75,3.66,5272, ,Census Designated Place,6004,12476,715,452,525,5923,6282,143,128,6635,17113,4115,1017,21.9,21.2,22.2,129,1919,Fort Hood,1252,1894,53,4826736,29589,31216,6,6229,"{'x': -10884594.726653958, 'y': 3650702.7371708415, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,353,18933
566,563,439,1000,980,1334,1421,562,1237,1083,777,568,67,63,2.78,2.16,51, ,city,2860,5699,302,455,3,2248,4704,1198,639,5421,4831,717,1542,49.5,52.4,46.1,86,115,Fredericksburg,1255,700,3017,4827348,10530,10635,6,1687,"{'x': -11006803.171551568, 'y': 3537903.4431557995, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,717,9531
1090,1160,861,1578,1577,1485,1034,1116,590,297,93,1168,95,60,3.6,3.13,1467, ,city,2896,6015,597,456,1,7223,3827,386,526,4668,6034,1086,705,28.8,29.2,28.3,214,532,Freeport,1256,2065,2145,4827420,12049,12261,6,1682,"{'x': -10615659.58264515, 'y': 3368269.2194170845, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,841,7829
1045,966,802,1510,1502,1258,875,967,456,340,112,1054,86,11,4.0,3.6,745, ,city,2475,5379,367,461,1,8860,3021,255,283,3273,5508,1132,602,28.9,29.9,27.9,113,359,Galena Park,1261,2739,2046,4827996,10887,10950,6,975,"{'x': -10601330.483243685, 'y': 3470817.898422856, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,252,6946
1178,1281,793,1308,1561,1278,888,1167,479,225,72,968,12,2,4.26,4.02,24, ,city,2531,5906,450,477,1,11015,2787,136,116,2959,5292,1299,491,26.7,29.2,24.3,72,74,Hidalgo,1277,557,2141,4833560,11198,12406,6,646,"{'x': -10937046.696617026, 'y': 3012240.1004613163, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,172,10528
1435,956,642,3212,2620,1333,739,1624,322,120,25,1670,119,202,3.55,3.22,2108, ,city,3696,7584,502,483,12,4534,4560,439,409,4917,7114,1955,874,28.6,28.8,28.4,176,602,Hutto,1283,1092,3692,4835624,14698,18518,6,868,"{'x': -10859205.15619557, 'y': 3572980.1976874787, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,357,10563
878,844,836,1516,1313,1320,969,870,544,333,129,1001,118,24,3.96,3.42,371, ,city,2361,5278,293,485,0,8856,3046,312,368,3357,5275,1093,604,30.3,30.7,30.0,106,379,Jacinto City,1285,2873,1889,4837156,10553,10798,6,1157,"{'x': -10602191.987454606, 'y': 3473540.89562374, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,311,6788
1249,1314,981,1543,1603,1165,796,1297,416,196,50,1375,3,7,4.6,4.36,8, ,Census Designated Place,2500,6108,373,495,0,11632,2742,108,130,2983,5877,1400,505,23.9,24.7,23.0,81,50,La Homa,1295,85,2198,4840342,11985,12635,6,544,"{'x': -10949136.80773057, 'y': 3033439.181761015, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,241,11832
584,626,692,1441,1332,1315,1309,565,944,574,200,569,58,377,3.03,2.44,404, ,city,2636,5269,297,503,19,5707,4158,881,625,4358,4882,762,1150,39.4,42.3,36.6,104,255,Leon Valley,1303,818,2565,4842388,10151,10660,6,1593,"{'x': -10977660.786953649, 'y': 3438844.2218791326, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,200,8220
1010,675,339,941,1923,1469,748,1041,365,115,24,773,53,179,3.44,3.15,496, ,town,2544,4743,156,542,2,1013,2990,215,223,3469,4680,1436,812,34.4,34.5,34.3,62,229,Prosper,1342,260,2383,4859696,9423,15878,6,607,"{'x': -10778241.77798556, 'y': 3927343.827199773, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,479,8204
634,923,1272,2140,1514,1270,946,678,603,461,158,685,28,124,3.71,3.21,395, ,city,1945,4554,332,543,6,9801,2500,320,234,3074,6730,668,574,31.4,34.2,30.1,99,190,Raymondville,1343,846,1810,4860836,11284,12618,6,690,"{'x': -10884477.502777375, 'y': 3058143.458451776, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,574,9695
1005,860,627,1458,1731,1400,1048,880,544,261,99,856,63,53,3.31,2.91,1822, ,city,2839,5613,420,544,7,2219,3659,418,387,3987,5156,1202,877,33.1,34.1,31.9,123,271,Red Oak,1344,830,2615,4861196,10769,11758,6,1044,"{'x': -10776591.799379827, 'y': 3831759.3459459087, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,328,7723
767,899,1027,1796,1433,1422,1163,894,690,436,193,959,102,122,3.44,2.96,2101, ,city,2607,5506,486,547,3,6472,3517,486,408,3801,6173,783,866,31.9,34.1,30.3,146,290,Richmond,1347,1988,2009,4861892,11679,12056,6,1508,"{'x': -10659445.31655766, 'y': 3449578.708763935, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,284,7073
975,979,789,1367,1308,1480,1313,894,792,491,160,939,44,20,3.59,3.21,181, ,city,2820,5915,626,550,3,10752,3545,389,328,4067,5572,794,786,33.4,35.6,31.0,159,237,Robstown,1350,1306,2282,4862600,11487,11361,6,1263,"{'x': -10872409.62160954, 'y': 3222345.7901049512, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,522,9696
712,851,750,1346,1224,1493,1280,821,834,577,291,823,119,92,3.06,2.43,1034, ,city,2743,5592,467,587,6,3128,4290,846,691,5120,5410,778,1088,36.6,38.1,35.1,159,288,Vernon,1387,1135,2572,4875308,11002,10982,6,1718,"{'x': -11054027.500859933, 'y': 4048688.9420390553, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,830,8328
695,759,651,1426,1334,1485,1244,719,777,526,167,796,56,52,3.08,2.63,13, ,city,2827,5381,384,589,19,540,3969,575,548,4397,5198,874,1089,36.8,38.5,35.2,172,155,Vidor,1389,156,2869,4875476,10579,10612,6,1100,"{'x': -10463582.70260642, 'y': 3520071.5652483464, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,428,10128
475,535,1283,2697,1354,1063,703,555,372,314,257,792,74,472,2.99,2.07,1413, ,city,2095,5202,464,594,13,3541,4900,1360,1415,5763,5198,565,634,29.8,30.5,29.3,154,420,Webster,1394,1807,698,4876948,10400,11230,6,4202,"{'x': -10588571.026844997, 'y': 3443501.299437167, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",TX,48,863,6201
522,526,695,1272,1277,1394,1430,424,1049,500,130,522,53,92,2.67,2.19,148, ,city,2732,4926,324,604,11,394,4453,866,841,11921,4815,653,1431,42.1,43.8,40.3,111,188,Gulf Shores,1404,154,2345,0132272,9741,11244,6,2108,"{'x': -9762533.755279137, 'y': 3538644.9884518227, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",AL,01,7468,9095
741,741,654,1421,1247,1405,1327,672,698,438,159,712,39,54,3.04,2.55,1525, ,city,2772,5403,462,617,3,422,4000,732,482,4241,4812,774,1049,36.3,38.0,34.5,140,125,Denham Springs,1417,163,2679,2220435,10215,10684,6,1321,"{'x': -10125548.31850081, 'y': 3564672.056615187, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",LA,22,241,8306
769,757,1637,2302,1330,956,577,860,203,57,15,1117,30,183,3.34,2.81,6744, ,Census Designated Place,2302,5221,792,620,4,1463,3762,667,772,4526,5359,575,386,25.5,26.5,24.8,174,230,Gardere,1420,655,1229,2228275,10580,11553,6,2533,"{'x': -10145098.865519734, 'y': 3549709.8061765763, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",LA,22,764,2734
677,758,694,1406,1236,1339,1146,636,627,394,173,695,22,110,3.16,2.61,4324, ,city,2490,5128,474,621,7,824,3673,631,530,4034,4653,738,885,35.2,37.7,32.7,125,153,Gonzales,1421,393,2411,2229850,9781,10517,6,1262,"{'x': -10121625.209808012, 'y': 3531285.016945173, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",LA,22,361,4772
710,746,722,1472,1355,1421,1273,703,689,285,83,784,51,582,3.34,2.93,3641, ,Census Designated Place,2627,5340,420,642,3,1185,3475,462,371,3659,4903,841,917,34.9,35.8,34.0,126,293,Timberlane,1442,422,2498,2275740,10243,10303,6,977,"{'x': -10022119.798645372, 'y': 3487893.256348631, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",LA,22,184,5251
542,739,546,1019,1028,1454,1407,503,873,441,194,514,30,108,2.9,2.3,1175, ,city,2336,4726,364,645,5,332,3886,784,747,5241,4534,572,992,42.5,44.3,40.5,94,199,Bay St. Louis,1445,87,2541,2803980,9260,10642,6,1345,"{'x': -9946435.634853547, 'y': 3544608.60171748, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MS,28,1355,7656
687,741,756,1410,1194,1443,1320,739,878,549,229,932,32,66,3.07,2.5,3996, ,city,2852,5818,674,653,4,333,4316,840,615,4891,5060,679,960,36.5,38.3,34.6,132,209,Picayune,1453,122,2534,2857160,10878,10796,6,1782,"{'x': -9982942.745530335, 'y': 3570441.0665773978, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",MS,28,575,6449
376,386,496,1102,1036,1482,1819,299,1919,1758,838,335,25,100,2.41,1.81,255, ,Census Designated Place,3201,6534,297,696,2,971,6520,2087,1218,9019,5312,404,2041,57.4,59.4,54.6,87,146,Cypress Lake,1496,192,4653,1216062,11846,12319,6,1867,"{'x': -9117062.77626944, 'y': 3066009.6773663657, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,2499,11126
989,1138,947,1623,1398,1273,865,1055,465,254,61,1177,28,39,3.86,3.38,5890, ,city,2488,5906,862,722,4,4763,3324,409,416,3792,5339,682,386,26.8,27.6,25.9,175,295,Florida City,1522,591,1007,1222975,11245,12852,6,2317,"{'x': -8957714.604941929, 'y': 2930110.4435979207, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,468,4398
513,506,536,1063,918,1106,1134,551,1086,961,683,533,30,58,2.88,2.18,4188, ,Census Designated Place,2299,5078,469,735,1,811,4075,1072,694,5457,4512,391,1049,46.7,49.7,43.2,96,148,Gifford,1535,398,2208,1225925,9590,10159,6,1867,"{'x': -8950116.754030723, 'y': 3208163.9278622353, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,1382,4767
849,943,771,1336,1369,1287,803,918,528,312,83,904,17,65,3.71,3.36,5578, ,Census Designated Place,2391,5370,790,742,0,4144,2987,286,301,3302,4733,625,434,30.0,31.1,28.7,138,237,Goulds,1542,257,1511,1226950,10103,10464,6,1476,"{'x': -8948753.442928651, 'y': 2944865.076221297, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,315,3949
407,384,394,895,853,1077,1651,441,3260,3137,960,467,49,150,2.39,1.89,709, ,town,4172,7567,344,775,13,595,7221,1879,1162,8865,6359,391,3040,66.3,66.2,66.3,91,176,Lady Lake,1575,182,5598,1237375,13926,14451,6,1623,"{'x': -9118358.521227337, 'y': 3362758.990846966, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,1644,12647
611,679,651,1237,1322,1475,1800,586,1545,1065,708,691,50,228,2.75,2.16,1930, ,city,3305,6672,462,812,10,1448,5585,1336,925,6942,5698,661,1752,47.8,50.0,45.4,107,228,Mount Dora,1612,340,3172,1247050,12370,13648,6,2413,"{'x': -9088273.89985024, 'y': 3350282.3776143272, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,1357,9584
548,494,513,1234,1097,1238,1263,563,1173,1184,754,538,41,157,2.75,2.11,688, ,city,2754,5819,399,834,2,1794,4909,1303,834,5917,4780,589,1311,47.5,50.2,44.4,128,238,Orange City,1634,386,2740,1251825,10599,10908,6,2169,"{'x': -9049003.60864666, 'y': 3367148.813498812, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,1008,9087
780,802,749,1300,1088,1291,1114,815,775,582,311,951,32,60,3.18,2.48,5255, ,city,2419,5732,808,839,2,483,3972,905,635,4533,4826,483,683,34.1,36.5,31.4,96,171,Palatka,1639,154,1909,1253875,10558,10201,6,2063,"{'x': -9093787.694269149, 'y': 3457607.680560188, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,561,4884
766,777,836,1712,1530,1480,999,868,534,289,93,921,83,522,3.42,2.98,1831, ,Census Designated Place,2564,5367,517,855,17,5252,3619,438,598,4019,5438,824,662,32.2,32.9,31.5,189,422,Pine Castle,1655,1257,1673,1256500,10805,11244,6,1946,"{'x': -9058494.027713004, 'y': 3307760.625499111, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,400,6673
534,617,612,1070,990,1270,1214,559,1248,1071,715,591,78,143,2.85,2.17,1544, ,city,2416,5413,423,884,4,1845,4440,1160,842,5623,5078,457,1130,47.1,50.0,44.0,134,279,Sebring,1684,470,2345,1264875,10491,10720,6,2095,"{'x': -9067587.11534538, 'y': 3185097.8798876754, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,1183,7973
106,66,98,276,299,619,2734,116,5729,5902,3172,141,23,170,2.11,1.63,394, ,Census Designated Place,6091,11082,43,895,8,614,11595,3987,1516,14042,8176,160,5555,74.1,74.0,74.1,15,125,Sun City Center,1695,92,9807,1269250,19258,22151,6,1788,"{'x': -9167932.538153535, 'y': 3213085.391651907, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,2447,18446
563,673,696,1368,1384,1427,1910,614,2407,1629,657,623,51,237,2.61,2.12,1420, ,city,3803,7133,423,904,7,1083,6143,1451,879,7598,6818,667,2334,52.5,56.0,48.3,103,245,Tavares,1704,225,4578,1271225,13951,14747,6,1565,"{'x': -9099171.771647658, 'y': 3349652.6189389275, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,1455,11766
45,36,98,242,402,1436,13217,41,24688,9549,1656,32,52,342,2.05,1.8,314, ,Census Designated Place,20571,27373,17,909,11,768,28641,5310,2758,35587,24069,50,19977,68.8,67.9,69.8,9,148,The Villages,1709,64,27752,1271625,51442,65482,7,889,"{'x': -9126923.349117963, 'y': 3363516.9982576533, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,6946,50511
657,571,327,927,1334,1380,1274,618,1448,1126,607,488,19,350,2.72,2.28,515, ,Census Designated Place,3228,5641,225,923,1,854,4586,778,572,4990,5116,857,1894,48.2,49.4,46.9,86,293,Viera East,1723,121,3820,1274368,10757,10820,6,766,"{'x': -8985145.543650886, 'y': 3281902.0126985884, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,404,9458
419,505,729,1470,1223,1496,1584,443,1409,1181,694,416,18,169,2.58,1.92,482, ,Census Designated Place,2901,6169,334,924,13,1515,6013,1835,1265,7922,5400,497,1581,48.9,51.4,46.1,117,241,Villas,1724,451,3580,1274512,11569,12178,6,2433,"{'x': -9113480.636950558, 'y': 3067423.0367305162, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,1909,10195
1020,689,380,1674,2176,1469,1280,1109,868,417,196,1032,29,417,3.14,2.82,495, ,Census Designated Place,3489,6249,231,944,12,936,4338,461,375,5098,6061,1611,1440,36.1,36.1,36.0,105,233,World Golf Village,1744,184,3627,1278740,12310,15346,6,711,"{'x': -9071406.571677309, 'y': 3499093.0757147186, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",FL,12,760,10940
